Country,Year,Week,Month,Weather,Tourist_Arrival,TotalPop_0_14,TotalPop_15_29,TotalPop_30_44,TotalPop_45_59,TotalPop_60Plus,PopTotal_100Plus,PopMale,PopFemale,PopTotal,ALL_INF
Croatia,2000,1,1,1.37,31164,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,12
Croatia,2000,2,1,1.37,31164,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,12
Croatia,2000,3,1,1.37,31164,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,18
Croatia,2000,4,1,1.37,31164,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,21
Croatia,2000,5,2,2.99,37221,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,14
Croatia,2000,6,2,2.99,37221,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,15
Croatia,2000,7,2,2.99,37221,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,12
Croatia,2000,8,2,2.99,37221,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,5
Croatia,2000,9,3,6.97,55010,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,7
Croatia,2000,10,3,6.97,55010,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,1
Croatia,2000,11,3,6.97,55010,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,6
Croatia,2000,12,3,6.97,55010,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,13,4,11.47,268977,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,14,4,11.47,268977,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,15,4,11.47,268977,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,16,4,11.47,268977,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,17,4,11.47,268977,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,18,5,15.82,287949,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,19,5,15.82,287949,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,20,5,15.82,287949,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,21,5,15.82,287949,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,22,6,19.58,795573,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,23,6,19.58,795573,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,24,6,19.58,795573,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,25,6,19.58,795573,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,26,7,21.65,1641113,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,27,7,21.65,1641113,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,28,7,21.65,1641113,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,29,7,21.65,1641113,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,30,7,21.65,1641113,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,31,8,21.56,1786390,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,32,8,21.56,1786390,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,33,8,21.56,1786390,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,34,8,21.56,1786390,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,35,9,16.85,674357,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,36,9,16.85,674357,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,37,9,16.85,674357,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,38,9,16.85,674357,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,39,10,12.05,150076,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,40,10,12.05,150076,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,41,10,12.05,150076,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,
Croatia,2000,42,10,12.05,150076,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,43,10,12.05,150076,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,44,11,7.25,48940,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,45,11,7.25,48940,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,46,11,7.25,48940,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,47,11,7.25,48940,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,48,12,2.37,54013,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,49,12,2.37,54013,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,50,12,2.37,54013,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,51,12,2.37,54013,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2000,52,12,2.37,54013,767.026,896.92,957.39,843.178,963.415,0.146,2131.647,2296.428,4428.075,0
Croatia,2001,1,1,1.37,32841,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,2,1,1.37,32841,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,3,1,1.37,32841,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,4,1,1.37,32841,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,5,2,2.99,41112,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,6
Croatia,2001,6,2,2.99,41112,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,8
Croatia,2001,7,2,2.99,41112,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,10
Croatia,2001,8,2,2.99,41112,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,13
Croatia,2001,9,3,6.97,66900,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,9
Croatia,2001,10,3,6.97,66900,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,3
Croatia,2001,11,3,6.97,66900,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,1
Croatia,2001,12,3,6.97,66900,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,13,4,11.47,297377,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,14,4,11.47,297377,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,15,4,11.47,297377,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,16,4,11.47,297377,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,17,4,11.47,297377,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,18,5,15.82,403504,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,19,5,15.82,403504,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,20,5,15.82,403504,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,21,5,15.82,403504,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,22,6,19.58,1021679,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,23,6,19.58,1021679,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,24,6,19.58,1021679,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,25,6,19.58,1021679,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,26,7,21.65,1743974,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,27,7,21.65,1743974,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,28,7,21.65,1743974,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,29,7,21.65,1743974,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,30,7,21.65,1743974,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,31,8,21.56,1915442,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,32,8,21.56,1915442,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,33,8,21.56,1915442,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,34,8,21.56,1915442,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,35,9,16.85,725365,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,36,9,16.85,725365,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,37,9,16.85,725365,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,38,9,16.85,725365,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,39,9,16.85,725365,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,40,10,12.05,175983,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,41,10,12.05,175983,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,42,10,12.05,175983,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,43,10,12.05,175983,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,44,11,7.25,67787,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,45,11,7.25,67787,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,46,11,7.25,67787,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,47,11,7.25,67787,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,48,12,2.37,52253,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,
Croatia,2001,49,12,2.37,52253,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,50,12,2.37,52253,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,51,12,2.37,52253,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2001,52,12,2.37,52253,754.791,892.335,942.297,855.489,963.007,0.154,2121.324,2286.749,4408.073,0
Croatia,2002,1,1,1.37,31797,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,2,1,1.37,31797,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,3,1,1.37,31797,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,4,1,1.37,31797,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,3
Croatia,2002,5,2,2.99,46896,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,7
Croatia,2002,6,2,2.99,46896,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,18
Croatia,2002,7,2,2.99,46896,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,21
Croatia,2002,8,2,2.99,46896,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,14
Croatia,2002,9,3,6.97,121482,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,14
Croatia,2002,10,3,6.97,121482,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,10
Croatia,2002,11,3,6.97,121482,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,10
Croatia,2002,12,3,6.97,121482,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,4
Croatia,2002,13,3,6.97,121482,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,11
Croatia,2002,14,4,11.47,224200,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,5
Croatia,2002,15,4,11.47,224200,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,16,4,11.47,224200,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,17,4,11.47,224200,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,18,5,15.82,566107,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,19,5,15.82,566107,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,20,5,15.82,566107,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,21,5,15.82,566107,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,22,6,19.58,982636,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,23,6,19.58,982636,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,24,6,19.58,982636,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,25,6,19.58,982636,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,26,6,19.58,982636,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,27,7,21.65,1803223,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,28,7,21.65,1803223,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,29,7,21.65,1803223,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,30,7,21.65,1803223,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,31,8,21.56,2105108,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,32,8,21.56,2105108,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,33,8,21.56,2105108,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,34,8,21.56,2105108,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,35,9,16.85,725003,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,36,9,16.85,725003,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,37,9,16.85,725003,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,38,9,16.85,725003,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,39,9,16.85,725003,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,40,10,12.05,212768,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,41,10,12.05,212768,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,42,10,12.05,212768,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,43,10,12.05,212768,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,44,11,7.25,54577,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2002,45,11,7.25,54577,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,46,11,7.25,54577,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,47,11,7.25,54577,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,48,12,2.37,50548,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,49,12,2.37,50548,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,50,12,2.37,50548,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,51,12,2.37,50548,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,0
Croatia,2002,52,12,2.37,50548,736.56,889.865,932.475,875.727,961.014,0.161,2115.383,2280.419,4395.802,
Croatia,2003,1,1,1.37,31132,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,2,1,1.37,31132,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,3,1,1.37,31132,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,4,1,1.37,31132,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,5,2,2.99,43672,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,6,2,2.99,43672,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,7,2,2.99,43672,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,1
Croatia,2003,8,2,2.99,43672,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,3
Croatia,2003,9,3,6.97,73419,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,7
Croatia,2003,10,3,6.97,73419,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,10
Croatia,2003,11,3,6.97,73419,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,13
Croatia,2003,12,3,6.97,73419,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,18
Croatia,2003,13,3,6.97,73419,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,22
Croatia,2003,14,4,11.47,319193,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,23
Croatia,2003,15,4,11.47,319193,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,19
Croatia,2003,16,4,11.47,319193,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,9
Croatia,2003,17,4,11.47,319193,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,3
Croatia,2003,18,5,15.82,568609,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,1
Croatia,2003,19,5,15.82,568609,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,20,5,15.82,568609,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,21,5,15.82,568609,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,22,6,19.58,1118851,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,23,6,19.58,1118851,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,24,6,19.58,1118851,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,25,6,19.58,1118851,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,26,6,19.58,1118851,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,27,7,21.65,1828080,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,28,7,21.65,1828080,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,29,7,21.65,1828080,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,30,7,21.65,1828080,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,31,8,21.56,2287195,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,32,8,21.56,2287195,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,33,8,21.56,2287195,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,34,8,21.56,2287195,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,35,8,21.56,2287195,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,36,9,16.85,766747,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,37,9,16.85,766747,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,38,9,16.85,766747,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,39,9,16.85,766747,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,40,10,12.05,253797,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,41,10,12.05,253797,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,42,10,12.05,253797,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,43,10,12.05,253797,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,44,11,7.25,57976,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,45,11,7.25,57976,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,46,11,7.25,57976,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,
Croatia,2003,47,11,7.25,57976,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,48,11,7.25,57976,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,49,12,2.37,59919,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,50,12,2.37,59919,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,51,12,2.37,59919,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,0
Croatia,2003,52,12,2.37,59919,716.059,887.948,925.959,900.07,958.702,0.171,2112.496,2276.413,4388.909,15
Croatia,2004,1,1,1.37,33919,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,21
Croatia,2004,2,1,1.37,33919,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,21
Croatia,2004,3,1,1.37,33919,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,18
Croatia,2004,4,1,1.37,33919,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,21
Croatia,2004,5,2,2.99,50883,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,19
Croatia,2004,6,2,2.99,50883,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,7
Croatia,2004,7,2,2.99,50883,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,8
Croatia,2004,8,2,2.99,50883,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,9,2,2.99,50883,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,0
Croatia,2004,10,3,6.97,95645,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,0
Croatia,2004,11,3,6.97,95645,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,12,3,6.97,95645,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,13,3,6.97,95645,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,14,4,11.47,322088,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,15,4,11.47,322088,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,16,4,11.47,322088,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,17,4,11.47,322088,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,18,5,15.82,666339,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,19,5,15.82,666339,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,20,5,15.82,666339,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,21,5,15.82,666339,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,22,5,15.82,666339,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,23,6,19.58,1036690,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
Croatia,2004,24,6,19.58,1036690,699.155,884.39,919.638,922.698,957.809,0.187,2110.636,2273.241,4383.877,
